"date","year","description"
"1689-2-13","1689","el trono inglés se declara vacante y es ofrecido a Guillermo III de Orange y a María Estuardo."
"1801-2-13","1801","en Aranjuez (España), Luciano Bonaparte y Manuel Godoy firman el Convenio de Aranjuez."
"1812-2-13","1812","en Chile sale a la luz el primer número de la Aurora de Chile, periódico creado durante el gobierno de José Miguel Carrera, con la expresa intención de promover las ideas emancipadoras. Su director fue fray Camilo Henríquez, teniendo como colaboradores a Manuel de Salas, Juan Egaña, José Manuel Gandarillas y José Miguel Infante."
"1812-2-13","1812","en la aldea de Rosario el general Manuel Belgrano propone al gobierno la adopción de la escarapela celeste y blanca para identificar a sus tropas en la lucha independentista."
"1827-2-13","1827","en el marco de la guerra entre Argentina y Brasil, se produce la batalla de Bacacay, en la que el general Juan Lavalle derrota una división brasileña."
"1837-2-13","1837","en Madrid se suicida el escritor romántico Mariano José de Larra."
"1839-2-13","1839","en Mallorca, el pianista polaco Frédéric Chopin, acompañado de la escritora francesa George Sand, abandona la isla (donde había permanecido desde noviembre del año anterior) a causa de su maltrecha salud."
"1867-2-13","1867","en España se promulga un Real Decreto que prohíbe las recomendaciones en la tramitación de asuntos propios de la Administración del Estado."
"1867-2-13","1867","en Viena se estrena El Danubio azul, obra del compositor austriaco Johann Strauss."
"1880-2-13","1880","en España, el rey Alfonso XII firma la ley de abolición de la esclavitud."
"1895-2-13","1895","en el contexto de la Primera Guerra Sino-Japonesa, los restos de la flota china capitulan frente a los japoneses."
"1900-2-13","1900","en Alemania, el parlamento (Reichstag) ratifica los tratados con la isla de Tonga y las islas Samoa."
"1910-2-13","1910","en China, la ciudad de Cantón es saqueada por seis mil soldados chinos, instruidos por oficiales extranjeros."
"1910-2-13","1910","en Rumanía se funda el Partido Socialdemócrata."
"1912-2-13","1912","el Gobierno imperial chino reconoce la república."
"1914-2-13","1914","Estados Unidos reconoce el nuevo gobierno de Perú."
"1916-2-13","1916","los aliados, en el marco de la Primera Guerra Mundial, se comprometen a garantizar en el futuro la neutralidad de Bélgica y a reintegrar a ese país los territorios anexionados por Alemania."
"1917-2-13","1917","en un hotel de París (Francia) el servicio de espionaje detiene a la espía Mata Hari."
"1927-2-13","1927","en España se funda la Corporación Deportiva América."
"1927-2-13","1927","en Cali (Colombia) se funda el club de fútbol América de Cali."
"1928-2-13","1928","en Barcelona tiene lugar el I Campeonato de España de Maratón, celebrado entre la ciudad condal y Castelldefels."
"1928-2-13","1928","se estrena la película Cuatro hijos, dirigida por John Ford."
"1929-2-13","1929","en Venezuela se produce un atentado contra el presidente Juan Vicente Gómez."
"1930-2-13","1930","en España, el general Emilio Mola es nombrado director general de Seguridad."
"1933-2-13","1933","en España, los alumnos de las escuelas de ingenieros y arquitectos realizan una huelga general por la aprobación de la Ley sobre Aparejadores."
"1934-2-13","1934","en España se fusionan la Falange Española y las Juntas de Ofensiva Nacional-Sindicalista en una sola agrupación nacional-sindicalista: FE de las JONS."
"1935-2-13","1935","el último dirigible de la armada estadounidense cae al mar en las proximidades de San Francisco, pereciendo sus "
"1936-2-13","1936","en Francia Léon Blum, destacado parlamentario socialista francés, es agredido por jóvenes de extrema derecha y resulta herido en la cara y el cráneo."
"1940-2-13","1940","estreno de Rebeca, primera película estadounidense de Alfred Hitchcock, en Santa Bárbara."
"1944-2-13","1944","en la Unión Soviética, la ciudad de Rostov es liberada de la ocupación alemana durante la Segunda Guerra Mundial."
"1944-2-13","1944","en Costa Rica, Teodoro Picado Michalski es elegido presidente."
"1945-2-13","1945","en la ciudad de Dresde (Alemania) ―en el marco de la Segunda Guerra Mundial― se produce el mayor bombardeo aliado (Bombardeo de Dresde). Mientras, la ciudad húngara de Budapest se rinde ante los soviéticos."
"1946-2-13","1946","en el Reino Unido es derogada la ley antihuelga de 1926."
"1946-2-13","1946","en Nueva York (Estados Unidos) el Consejo de Seguridad de Naciones Unidas, en el marco de su décimo séptima sesión plenaria, acuerda la creación de una Comisión de Desarme Mundial."
"1949-2-13","1949","se forma la Federación de Atletismo de Asia, conocida luego de su transformación como Consejo Olímpico de Asia.[1]"
"1950-2-13","1950","Albania reconoce la República Democrática de Vietnam (después de Bulgaria, Checoslovaquia, Hungría y Polonia)."
"1951-2-13","1951","Miguel Primo de Rivera y Sáenz de Heredia, hermano de José Antonio Primo de Rivera, es designado embajador de España en Londres."
"1953-2-13","1953","en Yugoslavia, la Asamblea Nacional aprueba una nueva Constitución."
"1956-2-13","1956","en España, una ola de frío en toda la nación provoca que se alcancen en Santander los –"
"1960-2-13","1960","cerca de Reganne, en el desierto de Argelia (país al que Francia mantenía invadido), el Gobierno francés hace detonar su primera bomba atómica. Hasta el año siguiente hará estallar tres bombas más, antes de la independencia de Argelia."
"1960-2-13","1960","en una base de Massachusetts, una ráfaga de viento huracanado destruye el mayor dirigible del mundo, el ZPG-3W, de "
"1964-2-13","1964","España y Mauritania firman un acuerdo pesquero y comercial."
"1967-2-13","1967","en la Biblioteca Nacional de España (Madrid) se descubre un volumen de casi "
"1968-2-13","1968","Galo Plaza Lasso, ex presidente de Ecuador, es nombrado secretario general de la Organización de Estados Americanos."
"1968-2-13","1968","en Vietnam bombarderos estadounidenses del tipo B-"
"1969-2-13","1969","en Múnich, los cirujanos Fritz Sebening y Wener Klinner, con el equipo quirúrgico de Rudolf Zenker, realizan el primer trasplante de corazón de la historia de Alemania."
"1970-2-13","1970","en Argentina, un decreto del Ministerio del Interior somete todas las emisoras privadas de radio y televisión al control gubernamental."
"1970-2-13","1970","en Inglaterra, es publicado el álbum Black Sabbath, primer trabajo de la banda británica de Heavy Metal Black Sabbath"
"1972-2-13","1972","en Sapporo (Japón), el esquiador español Francisco Fernández Ochoa gana el eslalon especial y la medalla de oro en los Juegos Olímpicos de Invierno."
"1973-2-13","1973","en Buenos Aires, el líder del Partido Justicialista argentino Héctor Cámpora, designado ya como candidato a la presidencia por el FREJULI, anuncia que de ser elegido llevará al poder a Juan Domingo Perón."
"1973-2-13","1973","el gobierno de Laos y el Pathet Lao firman un armisticio."
"1974-2-13","1974","en la Unión Soviética, el escritor ruso Alexander Solzhenitsin es expulsado de su país."
"1975-2-13","1975","incendio en la torre norte del World Trade Center."
"1976-2-13","1976","en España se inaugura la autopista Oviedo-Gijón-Avilés."
"1984-2-13","1984","en Moscú, Konstantín Chernenko es elegido nuevo secretario general del Partido Comunista de la Unión Soviética."
"1984-2-13","1984","en Panamá, Jorge Illueca asume la presidencia."
"1985-2-13","1985","en la zona de Sidón (Líbano) comienzan la retirada las tropas invasoras israelíes."
"1987-2-13","1987","el Ministerio de Sanidad y Consumo de España impone la aplicación de la prueba del sida a todas las donaciones de sangre."
"1988-2-13","1988","en el Mar Negro, entran aguas jurisdiccionales de la URSS dos barcos de la US Navy, que ejercían el ""Derecho Inocente de Paso"" a través de los estrechos internacionales, los cuales fueron embestidos por unidades de la Armada Soviética."
"1989-2-13","1989","en El Salvador, se realiza una cumbre de presidentes centroamericanos en medio de un clima de desánimo."
"1990-2-13","1990","en Alemania, en el marco de la reunificación, se alcanza un acuerdo para un plan de dos etapas de reunir las dos Alemanias."
"1991-2-13","1991","en Irak, dos bombas inteligentes estadounidenses destruyen un refugio antibombas subterráneo, matando a cientos de hombres, mujeres y niños civiles iraquíes."
"1992-2-13","1992","en España, el Congreso de los Diputados aprueba la Ley de Seguridad Ciudadana."
"1997-2-13","1997","en España, el Congreso español aprueba el proyecto de ley de Liberalización de las Telecomunicaciones y fija las condiciones del segundo operador de telefonía en España (Retevisión)."
"1998-2-13","1998","en Río de Janeiro, el aeropuerto Santos Dumont queda totalmente destruido en pocas horas tras haberse declarado un incendio que acabó con el edificio central, inaugurado en 1936."
"1998-2-13","1998",""
"1998-2-13","1998","una foto en la que una mujer argelina llora la muerte de sus ocho hijos, asesinados en una matanza en Argelia, gana el World Press Photo, el galardón más prestigioso del fotoperiodismo mundial."
"2001-2-13","2001","en El Salvador, un segundo terremoto de 6,"
"2001-2-13","2001","Javier Bardem se convierte en el primer actor español candidato a los premios Óscar por su interpretación en el filme de Julian Schnabel, Antes que anochezca."
"2001-2-13","2001","una nave de la NASA se posa por primera vez en la superficie de un asteroide.[cita requerida]"
"2002-2-13","2002","en Madrid se inaugura la 21.ª (vigésimo primera) edición de la Feria Internacional de Arte Contemporáneo, ARCO."
"2002-2-13","2002","en España, Ana Botín asume la presidencia de Banesto, entidad integrada en el imperio financiero Santander (grupo financiero), controlado por su padre, Emilio Botín."
"2003-2-13","2003","en Madrid, un equipo médico logra reemplazar la aorta torácica por una prótesis en un paciente de "
"2004-2-13","2004","en España se pone en marcha el DNI electrónico."
"2004-2-13","2004","cerca de la costa gallega, la Guardia Civil intercepta un barco con "
"2006-2-13","2006","en Francia, la policía detiene a dos miembros del aparato logístico de ETA."
"2007-2-13","2007","Corea del Norte acuerda poner fin a su programa nuclear a cambio de ayuda económica y combustible."
"2008-2-13","2008","en Australia, el primer ministro Kevin Rudd presenta una disculpa formal a los descendientes de aborígenes del país, debido al secuestro sistemático de niños aborígenes llevado a cabo por el Gobierno australiano entre "
"2016-2-13","2016","en Suecia, los cuatro miembros de la joven banda británica Viola Beach y su mánager pierden la vida tras un accidente automovilístico en Södertälje, luego de que la banda brindara su primer concierto internacional."
"2021-2-13","2021","en Fantasy Springs Casino de Indio, California (Estados Unidos) el argentino Brian Castaño le arrebató la corona Superwelter de la Organización Mundial de Boxeo (OMB) al brasileño Patrick Teixeira, consagrándose campeón mundial.[2]"
"2021-2-13","2021","En Fukushima, Japón, se registra un terremoto de 7,"
"2021-2-13","2021","en Estados Unidos, se declara inocente al expresidente Donald Trump en su segundo proceso de destitución.[3]"
"2021-2-13","2021","en Italia asume como primer ministro Mario Draghi junto al denominado ""Gobierno de Emergencia"".[4]"
"748-2-14","748","durante la revolución abasí, los rebeldes de Hashimi bajo Abu Muslim Khorasani toman Merv, capital de la provincia omeya de Khorasan, marcando la consolidación de la revuelta de abasí."
"842-2-14","842","Carlos el Calvo y Luis el Germánico juran los Juramentos de Estrasburgo en idioma francés y alemán. Este es el principio de la lengua francesa."
"1009-2-14","1009","en los anales de Quedlinburg se menciona por primera vez al país de Lituania."
"1014-2-14","1014","Enrique III de Alemania es coronado emperador del Sacro Imperio por el papa Benedicto VIII."
"1349-2-14","1349","en la ciudad de Estrasburgo (Alsacia), unos "
"1502-2-14","1502","en España, los Reyes Católicos ordenan la expulsión de los musulmanes que no quieran convertirse al catolicismo de Roma."
"1503-2-14","1503","en Sevilla (España), se crea de la Casa de Contratación de Indias, destinada a depósito de mercancías importadas y exportadas de América, por decretos reales de 10 de enero y 14 de febrero."
"1530-2-14","1530","en Michoacán (México), el conquistador español Nuño de Guzmán quema vivo al caltzontzin ('rey') Tangajoan."
